time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-09-27T01:14:17.360Z,19.635,-68.614,83,4.18,md,18,210,0.67,0.44,pr,pr2024271000,2024-09-27T02:00:12.175Z,"85 km NNE of Miches, Dominican Republic",earthquake,5.34,13.51,0.08,15,reviewed,pr,pr
2024-09-27T00:32:30.472Z,-17.6849,-178.7441,562.148,4.2,mb,42,110,3.054,0.74,us,us7000ngqb,2024-09-30T22:28:22.040Z,"209 km ENE of Levuka, Fiji",earthquake,14.01,8.72,0.092,33,reviewed,us,us
2024-09-27T00:29:32.134Z,0.8375,-78.7836,68.193,2.9,ml,8,182,0.456,0.63,us,us7000ngqa,2024-09-30T22:21:21.040Z,"49 km S of San Lorenzo de Esmeraldas, Ecuador",earthquake,3.69,4.518,0.091,16,reviewed,us,us
2024-09-27T00:16:57.160Z,36.2056667,-118.0121667,1.16,2.72,ml,32,52,0.1547,0.18,ci,ci40746727,2024-09-30T22:12:49.040Z,"8 km S of Olancha, CA",earthquake,0.23,0.46,0.188,23,reviewed,ci,ci
2024-09-26T23:40:48.982Z,63.1817,-148.8623,63.2,2.7,ml,,,,0.71,ak,ak024cex1clr,2024-09-30T21:50:04.040Z,"23 km S of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-09-26T23:27:42.648Z,8.26,127.3102,10,4.7,mb,59,109,2.084,0.58,us,us7000ngpz,2024-09-30T21:33:29.040Z,"97 km E of Barcelona, Philippines",earthquake,8.68,1.849,0.058,90,reviewed,us,us
2024-09-26T23:16:59.262Z,-22.9373,-70.4429,35,4.4,mb,22,161,0.582,0.72,us,us7000ngpx,2024-09-30T20:54:26.040Z,"18 km N of Mejillones, Chile",earthquake,3.43,1.973,0.267,4,reviewed,us,us
2024-09-26T22:51:43.679Z,-21.3281,-66.7934,203.752,4,mb,17,100,2.326,0.77,us,us7000ngps,2024-09-30T05:16:15.040Z,"73 km SW of Atocha, Bolivia",earthquake,11.07,10.6,0.196,7,reviewed,us,us
2024-09-26T22:02:01.283Z,-41.4806,-86.4253,10,5.1,mb,84,39,10.1,0.92,us,us7000ngpk,2024-09-30T04:37:24.040Z,"West Chile Rise",earthquake,4.59,1.785,0.042,183,reviewed,us,us
2024-09-26T21:33:18.797Z,-18.8475,-178.0902,463.628,4.1,mb,30,72,3.825,0.78,us,us7000ngpg,2024-09-30T04:08:36.040Z,"287 km ESE of Levuka, Fiji",earthquake,10.17,9.072,0.112,22,reviewed,us,us
2024-09-26T20:52:40.526Z,51.2058,-178.4718,35,4,mb,72,208,0.409,0.56,us,us7000ngpa,2024-09-27T13:43:06.040Z,"147 km WSW of Adak, Alaska",earthquake,5.06,1.974,0.066,61,reviewed,us,us
2024-09-26T20:41:59.739Z,-17.6906,-178.7569,560.944,4.3,mb,46,41,3.419,0.62,us,us7000ngp8,2024-09-27T13:54:38.040Z,"208 km ENE of Levuka, Fiji",earthquake,13.26,8.364,0.089,36,reviewed,us,us
2024-09-26T19:19:28.811Z,-17.1899,66.5466,10,6.3,mww,101,29,3.949,0.83,us,us7000ngmr,2024-09-27T19:21:59.721Z,"Mauritius - Reunion region",earthquake,8.04,1.82,0.052,36,reviewed,us,us
2024-09-26T19:03:02.951Z,18.1862,-100.4196,70.492,5,mb,134,158,1.636,0.97,us,us7000ngme,2024-09-27T14:37:30.638Z,"4 km NW of San Miguel Totolapan, Mexico",earthquake,5.79,7.299,0.028,414,reviewed,us,us
2024-09-26T18:24:29.350Z,36.2068333,-118.0145,1.99,3.75,mw,45,53,0.1569,0.19,ci,ci40746391,2024-09-29T10:43:35.855Z,"8 km S of Olancha, CA",earthquake,0.18,0.8,,4,reviewed,ci,ci
2024-09-26T17:37:34.570Z,36.8089981079102,-121.39616394043,9.28999996185303,2.7,md,46,50,0.07575,0.13,nc,nc75067036,2024-09-26T22:51:48.530Z,"3 km W of Ridgemark, CA",earthquake,0.22,0.569999993,0.12,27,automatic,nc,nc
2024-09-26T17:05:41.163Z,-5.5283,146.9341,221.09,4.3,mb,29,143,3.489,0.86,us,us7000ngll,2024-09-26T17:33:10.040Z,"131 km ESE of Madang, Papua New Guinea",earthquake,12.74,8.513,0.113,22,reviewed,us,us
2024-09-26T16:42:11.840Z,34.9845,-116.9535,3.24,2.68,ml,34,53,0.1149,0.14,ci,ci40746287,2024-09-29T17:50:11.040Z,"12 km NNE of Barstow, CA",earthquake,0.15,0.69,0.142,205,reviewed,ci,ci
2024-09-26T12:11:55.493Z,61.0959,-148.8459,19.5,2.5,ml,,,,0.58,ak,ak024ceqbds4,2024-09-26T12:59:00.040Z,"24 km NE of Girdwood, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-09-26T12:07:44.930Z,40.1301651000977,-124.727836608887,-0.150000005960464,2.6,ml,20,281,0.3347,0.29,nc,nc75066926,2024-09-26T14:14:34.368Z,"43 km WSW of Petrolia, CA",earthquake,6.07,9.76000023,0.085,4,automatic,nc,nc
2024-09-26T12:07:25.289Z,40.369,-126.3645,10,3,ml,38,259,1.548,0.7,us,us7000ngjd,2024-09-26T12:37:31.040Z,"179 km W of Ferndale, California",earthquake,8.02,2.023,0.036,104,reviewed,us,us
2024-09-26T11:05:20.170Z,48.580666666666666,-123.24783333333333,52.15,3.96,ml,75,62,0.08658,0.13,uw,uw62050041,2024-09-30T18:58:15.598Z,"12 km E of Saanichton, Canada",earthquake,0.2,0.3,0.1885722201106348,168,reviewed,uw,uw
2024-09-26T11:00:45.704Z,25.723,92.6799,10,4.3,mb,25,133,4.943,1.05,us,us7000ngj5,2024-09-26T19:27:11.917Z,"35 km SSW of Hojāi, India",earthquake,12.21,1.968,0.119,20,reviewed,us,us
2024-09-26T10:51:22.520Z,17.9903333333333,-65.453,5.92,3.24,md,11,209,0.2969,0.24,pr,pr71461228,2024-09-26T11:43:18.180Z,"11 km S of Esperanza, Puerto Rico",earthquake,0.74,0.8,0.0827880644882137,10,reviewed,pr,pr
2024-09-26T10:07:16.428Z,-16.7015,-72.1316,89.083,4.5,mb,36,142,2.381,0.92,us,us7000ngis,2024-09-27T18:39:34.623Z,"23 km SSW of Santa Rita de Siguas, Peru",earthquake,9.52,9.881,0.108,25,reviewed,us,us
2024-09-26T08:33:10.208Z,19.0024,146.4437,82.666,4.8,mb,75,82,3.793,0.71,us,us7000ngij,2024-09-26T09:04:31.040Z,"Mariana Islands region",earthquake,9.99,7.022,0.039,205,reviewed,us,us
2024-09-26T07:56:50.031Z,31.56,-104.102,6.7151,3.8,ml,42,64,0,0.1,tx,tx2024sycb,2024-09-27T08:02:07.568Z,"40 km NW of Toyah, Texas",earthquake,0.5794800876251563,0.4901628336508238,0.1,33,reviewed,tx,tx
2024-09-26T07:54:30.564Z,12.2866,-88.1028,48.082,4.7,mb,98,157,1.195,0.96,us,us7000ngi9,2024-09-26T08:15:19.040Z,"87 km SW of Jiquilillo, Nicaragua",earthquake,6.88,5.346,0.044,160,reviewed,us,us
2024-09-26T07:25:08.788Z,64.1118,-148.4269,115.1,4,ml,,,,0.47,ak,ak024cenf43c,2024-09-28T18:01:50.283Z,"35 km ENE of Ferry, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2024-09-26T07:01:10.361Z,42.8149,145.0395,57.887,5.5,mww,133,36,1.607,0.77,us,us7000ngi1,2024-09-27T07:07:56.610Z,"28 km SSE of Akkeshi, Japan",earthquake,7.74,5.557,0.071,19,reviewed,us,us
2024-09-26T06:39:06.464Z,19.3781,-99.2037,5,2.9,ml,4,196,0.053,0.65,us,us7000nghz,2024-09-28T14:52:45.729Z,"2 km N of Álvaro Obregón, Mexico",earthquake,5.44,1.872,0.148,10,reviewed,us,us
2024-09-26T05:15:05.590Z,19.5606666666667,-156.506833333333,5.48,2.54,ml,37,285,0.4924,0.26,hv,hv74477747,2024-09-27T04:35:14.040Z,"53 km W of Kailua-Kona, Hawaii",earthquake,1.22,1.55,0.0472984827454948,8,reviewed,hv,hv
2024-09-26T03:47:32.705Z,-23.4571,-67.0398,253.429,4.2,mb,24,104,2.449,0.46,us,us7000nghc,2024-09-26T04:04:29.040Z,"111 km NW of San Antonio de los Cobres, Argentina",earthquake,10.95,16.787,0.215,6,reviewed,us,us
2024-09-26T03:44:01.530Z,18.6423333333333,-66.6673333333333,6.23,3.08,md,29,208,0.3054,0.16,pr,pr71461208,2024-09-26T04:56:31.440Z,"19 km NNE of Arecibo, Puerto Rico",earthquake,0.32,0.56,0.0420520342474093,11,reviewed,pr,pr
2024-09-26T03:20:56.840Z,19.0138333333333,-66.284,13.06,3.08,md,14,247,0.6784,0.14,pr,pr71461203,2024-09-26T03:57:11.370Z,"60 km N of Brenas, Puerto Rico",earthquake,1,1.55,0.105681524191517,9,reviewed,pr,pr
2024-09-26T02:22:07.862Z,31.558,-104.093,6.3049,3.7,ml,36,64,0,0.1,tx,tx2024sxrb,2024-09-27T02:27:03.725Z,"39 km NW of Toyah, Texas",earthquake,0.6556133561089748,0.5032593741450287,0.1,29,reviewed,tx,tx
2024-09-26T01:40:51.456Z,27.6668,143.0956,10,4.8,mb,69,117,0.99,0.54,us,us7000nggx,2024-09-26T01:59:34.040Z,"Bonin Islands, Japan region",earthquake,4.04,1.879,0.051,119,reviewed,us,us
2024-09-26T01:17:15.877Z,0.541,99.7294,140.174,4.6,mb,64,140,2.283,0.82,us,us7000nggw,2024-09-26T01:35:43.040Z,"105 km SSE of Padangsidempuan, Indonesia",earthquake,7.72,7.891,0.079,48,reviewed,us,us
2024-09-26T00:14:52.630Z,38.7868333333333,-122.738166666667,3.69,2.72,md,84,22,0.04938,0.15,nc,nc75066806,2024-09-29T10:42:45.312Z,"2 km ENE of The Geysers, CA",earthquake,0.14,0.35,0.156,102,reviewed,nc,nc
2024-09-25T23:24:16.311Z,14.1382,-93.4043,10,4.1,mb,28,204,2.457,1.02,us,us7000nggp,2024-09-26T05:23:52.337Z,"124 km WSW of Puerto Madero, Mexico",earthquake,8.21,1.94,0.091,33,reviewed,us,us
2024-09-25T23:08:15.444Z,32.3064,-103.1818,1.442,3.2,mb_lg,44,56,0.19,0.4,us,us7000nggh,2024-09-25T23:25:47.529Z,"14 km S of Eunice, New Mexico",earthquake,1.74,7.169,0.05,115,reviewed,us,us
2024-09-25T23:01:42.010Z,19.7696666666667,-155.454833333333,17.96,3.19,ml,61,53,0.006288,0.12,hv,hv74477372,2024-09-30T17:46:17.738Z,"31 km SSW of Pa‘auilo, Hawaii",earthquake,0.28,0.72,0.28486562009634,45,reviewed,hv,hv
2024-09-25T22:17:11.736Z,31.622,-103.947,7.7661,3.2,ml,23,57,0,0.1,tx,tx2024sxja,2024-09-25T22:43:08.739Z,"34 km WSW of Mentone, Texas",earthquake,1.7498264399332903,1.778464153340657,0.2,40,reviewed,tx,tx
2024-09-25T22:10:36.580Z,31.605,-103.962,8.407,2.5,ml,12,56,0,0.1,tx,tx2024sxiw,2024-09-26T09:23:38.408Z,"35 km NNW of Toyah, Texas",earthquake,0.5519893449508141,0.7994365386371793,0.1,16,reviewed,tx,tx
2024-09-25T21:12:29.614Z,-28.5022,-69.4005,101.697,4.4,mwr,44,49,1.249,1.19,us,us7000ngg1,2024-09-25T21:41:47.040Z,"120 km WNW of Vinchina, Argentina",earthquake,6.79,6.946,0.065,23,reviewed,us,us
2024-09-25T21:10:39.972Z,-21.6459,169.2794,10,4.7,mb,45,93,1.953,0.58,us,us7000ngg2,2024-09-25T23:38:36.040Z,"145 km E of Tadine, New Caledonia",earthquake,5.09,1.88,0.079,49,reviewed,us,us
2024-09-25T20:42:17.303Z,-15.2828,168.076,10,4.6,mb,26,129,6.36,1.01,us,us7000ngeh,2024-09-25T21:20:46.040Z,"101 km ENE of Luganville, Vanuatu",earthquake,9.87,1.797,0.122,20,reviewed,us,us
2024-09-25T18:01:48.210Z,55.4199,163.7421,10,4.1,mb,46,85,3.833,0.48,us,us7000ng7k,2024-09-25T20:44:00.040Z,"119 km SE of Ust’-Kamchatsk Staryy, Russia",earthquake,6.67,1.832,0.091,33,reviewed,us,us
2024-09-25T17:25:13.735Z,31.578,-103.939,6.7664,2.5,ml,16,75,0,0.1,tx,tx2024swzn,2024-09-26T17:07:16.040Z,"32 km NNW of Toyah, Texas",earthquake,0.5542432383676128,0.7272925141775106,0.1,8,reviewed,tx,tx
2024-09-25T16:17:53.928Z,3.5043,126.9636,48.542,4.6,mb,51,78,2.744,0.79,us,us7000ng70,2024-09-27T04:25:54.040Z,"228 km NNW of Tobelo, Indonesia",earthquake,8.76,7.582,0.086,40,reviewed,us,us
2024-09-25T14:28:00.004Z,32.4583,70.2083,10,4.3,mb,25,183,2.832,0.59,us,us7000ng5l,2024-10-01T07:33:59.040Z,"26 km SSW of Gulishah Kach, Pakistan",earthquake,7.01,1.972,0.142,15,reviewed,us,us
2024-09-25T14:01:05.268Z,-57.732,-6.9053,10,5.3,mb,34,78,14.098,0.73,us,us7000ng5k,2024-09-25T14:19:48.040Z,"southern Mid-Atlantic Ridge",earthquake,10.04,1.539,0.083,49,reviewed,us,us
2024-09-25T13:14:50.356Z,54.3733,-161.1025,7.671,3.7,mb,37,190,0.895,0.42,us,us7000ng6y,2024-09-30T13:24:56.040Z,"109 km SE of King Cove, Alaska",earthquake,2.55,7.446,0.226,5,reviewed,us,us
2024-09-25T13:11:41.376Z,-17.4734,167.8616,47.047,4.7,mb,30,184,4.562,0.67,us,us7000ng5d,2024-09-25T19:27:08.853Z,"56 km WNW of Port-Vila, Vanuatu",earthquake,5.91,7.468,0.118,22,reviewed,us,us
2024-09-25T12:03:45.895Z,69.6258,-143.7104,17,3,ml,,,,0.57,ak,ak024cd2qar9,2024-09-25T14:02:06.040Z,"56 km S of Kaktovik, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-09-25T11:50:04.359Z,38.2304,42.5891,10,4.6,mb,85,86,0.378,0.55,us,us7000ng4v,2024-09-25T12:13:32.040Z,"14 km E of Hizan, Turkey",earthquake,4.97,1.885,0.07,61,reviewed,us,us
2024-09-25T11:44:37.506Z,51.0076,-173.6799,5,3.3,ml,,,,0.71,ak,ak024cd2dmwz,2024-09-25T16:05:05.395Z,"137 km SSE of Atka, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2024-09-25T10:02:22.952Z,58.9965,-151.0929,50.5,2.6,ml,,,,0.35,ak,ak024cd1j619,2024-09-25T10:13:16.040Z,"57 km SE of Port Graham, Alaska",earthquake,,1.4,,,automatic,ak,ak
2024-09-25T09:48:09.206Z,31.666,-104.375,6.5613,2.5,ml,22,69,0,0.2,tx,tx2024swkf,2024-09-25T12:05:22.920Z,"56 km S of Whites City, New Mexico",earthquake,0.7424026490558439,0.8570964503972357,0.1,18,reviewed,tx,tx
2024-09-25T08:13:58.463Z,18.8405,-154.2073,11.19,3.3,ml,32,316,0.881,0.22,us,us7000ng41,2024-09-26T05:49:45.040Z,"102 km SE of Leilani Estates, Hawaii",earthquake,8.09,9.975,0.05,52,reviewed,us,us
2024-09-25T07:12:42.874Z,38.3232,-96.7606,5,2.7,mb_lg,30,37,0.785,0.22,us,us7000ng3p,2024-09-26T13:13:46.503Z,"8 km NE of Cedar Point, Kansas",earthquake,3.51,2,0.058,78,reviewed,us,us
2024-09-25T06:43:21.986Z,14.4106,-93.1275,10,5.3,mww,92,130,2.091,1.49,us,us7000ng3m,2024-09-26T07:00:09.861Z,"83 km WSW of Puerto Madero, Mexico",earthquake,7.04,1.835,0.046,46,reviewed,us,us
2024-09-25T06:23:18.860Z,17.9153333333333,-66.8736666666667,12.79,2.98,md,15,195,0.1079,0.24,pr,pr71461163,2024-09-25T06:45:09.660Z,"7 km SSE of Maria Antonia, Puerto Rico",earthquake,0.86,0.77,0.11653511583342,6,reviewed,pr,pr
2024-09-25T02:11:35.854Z,14.3305,-93.1849,10,4.5,mb,46,191,1.593,0.86,us,us7000ng2u,2024-09-30T03:51:52.040Z,"92 km WSW of Puerto Madero, Mexico",earthquake,10.48,1.984,0.042,163,reviewed,us,us
2024-09-25T02:04:21.844Z,-11.2636,162.1131,10,4.6,mb,32,116,2.798,0.8,us,us7000ng2t,2024-09-30T03:44:24.040Z,"91 km SSE of Kirakira, Solomon Islands",earthquake,10.53,1.893,0.117,27,reviewed,us,us
2024-09-25T01:57:28.855Z,-21.1791,-70.3438,68.075,4.4,mb,29,112,0.399,0.94,us,us7000ng2s,2024-09-30T03:38:22.958Z,"101 km SSW of La Tirana, Chile",earthquake,6.27,4.983,0.134,17,reviewed,us,us
2024-09-25T00:06:36.830Z,33.0811667,-116.6171667,15.43,2.69,ml,101,18,0.01647,0.17,ci,ci40744735,2024-09-25T21:09:47.818Z,"1 km W of Julian, CA",earthquake,0.11,0.32,0.235,25,reviewed,ci,ci
2024-09-24T22:18:33.009Z,-37.1743,-74.4487,10,4.3,mb,33,200,2.595,0.75,us,us7000ng1m,2024-09-24T22:45:20.040Z,"85 km NW of Lebu, Chile",earthquake,7.99,1.988,0.216,6,reviewed,us,us
2024-09-24T21:58:08.968Z,-16.8608,-176.9431,10,5.1,mb,77,50,2.781,1.02,us,us7000ng1k,2024-09-24T22:20:30.040Z,"Fiji region",earthquake,7.67,1.799,0.037,239,reviewed,us,us
2024-09-24T19:41:59.897Z,-2.0476,-78.7815,125.726,3.4,ml,10,95,0.557,0.33,us,us7000ng0b,2024-09-24T20:44:21.040Z,"18 km NNE of Alausí, Ecuador",earthquake,7.31,7.868,0.085,18,reviewed,us,us
2024-09-24T17:24:07.079Z,59.2483,-137.8221,0,2.8,ml,,,,0.85,ak,ak024cbiajcz,2024-09-24T19:58:05.040Z,"103 km WSW of Mosquito Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-09-24T17:07:41.463Z,41.5856,143.2815,45.978,4.5,mb,44,102,0.439,0.62,us,us7000nfz4,2024-09-24T19:35:09.040Z,"67 km SSE of Honchō, Japan",earthquake,7.23,5.733,0.089,37,reviewed,us,us
2024-09-24T14:24:26.960Z,-25.8787,-71.0032,53.668,5.2,mww,188,43,0.452,0.87,us,us6000nu2l,2024-09-27T18:09:28.185Z,"73 km SW of Taltal, Chile",earthquake,6.15,3.731,0.057,30,reviewed,us,us
2024-09-24T13:32:03.987Z,-56.4084,-27.7737,68.717,4.6,mb,23,126,5.409,0.69,us,us6000nu2f,2024-09-24T18:52:24.040Z,"South Sandwich Islands region",earthquake,19.81,11.328,0.172,10,reviewed,us,us
2024-09-24T10:58:37.018Z,-4.3619,143.1211,84.354,5,mb,51,68,3.032,0.57,us,us6000nu21,2024-09-24T11:16:05.040Z,"37 km ESE of Ambunti, Papua New Guinea",earthquake,8.23,8.433,0.077,55,reviewed,us,us
2024-09-24T10:37:50.067Z,21.1143,94.985,127.9,4.6,mb,101,63,4.568,0.49,us,us6000nu1v,2024-09-24T13:24:50.040Z,"26 km SSW of Pakokku, Myanmar",earthquake,3.08,7.011,0.058,89,reviewed,us,us
2024-09-24T09:24:25.235Z,12.6377,93.5662,97.537,4.6,mb,54,67,5.678,0.68,us,us6000nu1i,2024-09-24T13:45:47.040Z,"138 km NE of Bamboo Flat, India",earthquake,10.7,2.82,0.084,43,reviewed,us,us
2024-09-24T08:03:26.300Z,17.9545,-66.837,12.69,2.86,md,13,173,0.0706,0.16,pr,pr71461058,2024-09-24T08:14:18.600Z,"4 km SSW of Indios, Puerto Rico",earthquake,0.69,0.52,0.307131967431609,7,reviewed,pr,pr
2024-09-24T07:27:24.690Z,40.4411666666667,-125.3045,10,2.77,md,75,254,0.7387,0.29,nc,nc75066061,2024-09-25T00:08:56.644Z,"87 km WNW of Petrolia, CA",earthquake,1.67,31.61,0.307,56,reviewed,nc,nc
2024-09-24T07:09:12.809Z,50.6238,178.5603,10,3.5,ml,15,292,0.889,0.42,us,us7000nfz0,2024-09-25T10:22:14.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,4.79,1.984,0.085,18,reviewed,us,us
2024-09-24T07:07:07.742Z,50.5802,178.489,11.21,3.9,mb,34,241,0.95,0.48,us,us6000nu15,2024-09-25T10:16:15.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,5.52,8.239,0.143,13,reviewed,us,us
2024-09-24T06:59:45.131Z,-25.4537,-115.954,10,4.8,mb,77,163,6.171,0.8,us,us6000nu14,2024-09-24T07:48:18.040Z,"southern East Pacific Rise",earthquake,14.66,1.927,0.042,178,reviewed,us,us
2024-09-24T06:45:48.654Z,31.563,-104.108,7.2278,2.8,ml,24,64,0,0.2,tx,tx2024suis,2024-09-24T12:31:00.800Z,"40 km NW of Toyah, Texas",earthquake,0.9381819031577843,0.661349967151239,0.1,36,reviewed,tx,tx
2024-09-24T06:00:53.328Z,31.3961,140.0063,62.992,4.6,mb,40,134,4.664,0.89,us,us6000nu0y,2024-09-24T06:34:59.040Z,"Izu Islands, Japan region",earthquake,11.04,8.591,0.105,27,reviewed,us,us
2024-09-24T05:46:57.050Z,-24.3186,-67.2614,187.412,3.7,ml,22,135,2.278,0.76,us,us6000nu0u,2024-09-24T08:05:21.040Z,"96 km W of San Antonio de los Cobres, Argentina",earthquake,10.35,17.251,,,reviewed,us,guc
2024-09-24T05:08:41.118Z,61.5122,-149.9084,35.5,2.5,ml,,,,0.67,ak,ak024cbb1z75,2024-09-24T05:42:56.960Z,"2 km ESE of Big Lake, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2024-09-24T05:06:49.360Z,18.2356666666667,-66.935,14.02,3.17,md,16,116,0.1553,0.14,pr,pr71461028,2024-09-28T15:42:56.320Z,"6 km ESE of Las Marías, Puerto Rico",earthquake,0.27,1.01,0.110460466917403,8,reviewed,pr,pr
2024-09-24T03:13:46.313Z,60.8489,-150.6232,34,2.6,ml,,,,0.28,ak,ak024cb9w71j,2024-09-24T03:15:13.565Z,"9 km SSE of Point Possession, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-09-24T02:00:28.733Z,51.1687,178.9214,23.804,4,ml,20,267,0.318,0.32,us,us6000nu0p,2024-09-30T02:36:57.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,4.62,13.088,0.091,16,reviewed,us,us
2024-09-24T00:58:45.603Z,-31.363,-65.6286,145.195,5,mww,90,43,2.618,0.78,us,us6000ntzv,2024-09-24T01:45:49.884Z,"51 km W of Salsacate, Argentina",earthquake,7.82,6.019,0.068,21,reviewed,us,us
2024-09-24T00:38:04.974Z,29.6915,130.6911,37.743,4.6,mb,55,64,1.823,0.72,us,us6000ntzs,2024-09-24T00:55:09.040Z,"62 km SSE of Koshima, Japan",earthquake,7.85,7.341,0.074,55,reviewed,us,us
2024-09-24T00:23:15.562Z,56.1728,-157.8119,33,2.7,ml,,,,0.14,ak,ak024cb85z0k,2024-09-24T00:24:50.587Z,"39 km ESE of Chignik, Alaska",earthquake,,3.1,,,automatic,ak,ak
2024-09-24T00:12:17.580Z,17.984,-66.8411666666667,7.01,2.58,md,13,159,0.1938,0.2,pr,pr71461008,2024-09-24T00:30:27.050Z,"2 km WSW of Indios, Puerto Rico",earthquake,0.59,1.17,0.0877645449214262,7,reviewed,pr,pr
2024-09-24T00:05:54.538Z,37.7558,-114.8747,1.3,2.9,ml,10,107.49000000000001,0.377,0.1426,nn,nn00885074,2024-09-24T00:17:41.892Z,"35 km ENE of Hiko, Nevada",earthquake,,9.9,0.27,8,reviewed,nn,nn
